Source,Target,SourceIndex,TargetIndex,ABIDE_I_Hedges_g,ABIDE_II_Hedges_g,ABIDE_I_AbsHedges_g,ABIDE_II_AbsHedges_g,MeanAbsHedges_g,ABIDE_I_QValue,ABIDE_II_QValue,ABIDE_I_Rank,ABIDE_II_Rank,SameDirection,Replicated,ReplicationClass,ReplicatedRank
ROI_051,ROI_038,50,37,0.04700429228729222,-0.04851869652968365,0.04700429228729222,0.04851869652968365,0.04776149440848794,0.7197905080323379,0.6408447979512657,5447,5612,False,False,not_replicated,
ROI_051,ROI_039,50,38,0.09298316240118541,-0.08190165001796246,0.09298316240118541,0.08190165001796246,0.08744240620957394,0.4196179994020721,0.3974083600622353,3260,4045,False,False,not_replicated,
ROI_051,ROI_040,50,39,0.059324244221368234,-0.044031311324841366,0.059324244221368234,0.044031311324841366,0.0516777777731048,0.6361284671462103,0.6756392865800521,4799,5827,False,False,not_replicated,
ROI_051,ROI_041,50,40,-0.002452120497523818,-0.01767451867511279,0.002452120497523818,0.01767451867511279,0.010063319586318304,0.9871361086686968,0.8800374042158765,7879,7120,True,False,not_replicated,
ROI_051,ROI_042,50,41,0.0453462679991029,0.031269039464459886,0.0453462679991029,0.031269039464459886,0.038307653731781396,0.7289166970700383,0.7719611629489396,5532,6487,True,False,not_replicated,
ROI_051,ROI_043,50,42,-0.10568696514135437,-0.021058007680837532,0.10568696514135437,0.021058007680837532,0.06337248641109595,0.3473699249822584,0.8523381130056812,2778,6978,True,False,not_replicated,
ROI_051,ROI_044,50,43,-0.052455349576043024,-0.02129749748480159,0.052455349576043024,0.02129749748480159,0.03687642353042231,0.6853451425498455,0.8502297300991144,5147,6967,True,False,not_replicated,
ROI_051,ROI_045,50,44,-0.11655894720325632,0.13227381948908773,0.11655894720325632,0.13227381948908773,0.12441638334617203,0.2951150245390037,0.1445658165816662,2383,2149,False,False,not_replicated,
ROI_051,ROI_046,50,45,-0.05402582718210934,0.04668102822201824,0.05402582718210934,0.04668102822201824,0.05035342770206379,0.6761244661083206,0.6553227145278816,5065,5696,False,False,not_replicated,
ROI_051,ROI_047,50,46,0.012892060654244622,0.13615120647857884,0.012892060654244622,0.13615120647857884,0.07452163356641173,0.9325564750210215,0.13301861551599875,7292,2028,True,False,not_replicated,
ROI_051,ROI_048,50,47,-0.016311799730096187,0.168678074892434,0.016311799730096187,0.168678074892434,0.0924949373112651,0.9132848587793423,0.05828708659243255,7105,1154,False,False,not_replicated,
ROI_051,ROI_049,50,48,-0.06389844237534835,0.2225165986606418,0.06389844237534835,0.2225165986606418,0.14320752051799507,0.6093978369184869,0.010857015410423259,4570,383,False,False,not_replicated,
ROI_051,ROI_050,50,49,-0.03818405042651479,0.15966049427711143,0.03818405042651479,0.15966049427711143,0.09892227235181311,0.7766874559121214,0.07389750015227664,5933,1374,False,False,not_replicated,
ROI_051,ROI_052,50,51,0.11007944972799143,0.1791290964530231,0.11007944972799143,0.1791290964530231,0.14460427309050727,0.31817444928031263,0.04520268225091288,2624,941,True,False,not_replicated,
ROI_051,ROI_053,50,52,0.03923706005762332,0.21142271201908522,0.03923706005762332,0.21142271201908522,0.12532988603835427,0.7684147766750654,0.01609171378729471,5866,493,True,False,not_replicated,
ROI_051,ROI_054,50,53,0.13427898200360364,0.13291243825862298,0.13427898200360364,0.13291243825862298,0.13359571013111332,0.20352178164527931,0.1432022452837077,1877,2129,True,False,not_replicated,
ROI_051,ROI_055,50,54,0.13149094480906678,0.15034729953243217,0.13149094480906678,0.15034729953243217,0.14091912217074948,0.21762755491361183,0.0952647207323045,1954,1605,True,False,not_replicated,
ROI_051,ROI_056,50,55,0.14583995111864745,0.17592998473597277,0.14583995111864745,0.17592998473597277,0.1608849679273101,0.16895660056324444,0.04922068937715114,1551,999,True,False,not_replicated,
ROI_051,ROI_057,50,56,0.08428590357059614,-0.010456743092888542,0.08428590357059614,0.010456743092888542,0.047371323331742335,0.47328735380749765,0.9301416086995568,3614,7491,False,False,not_replicated,
ROI_051,ROI_058,50,57,0.14736156105442416,0.004723172903673825,0.14736156105442416,0.004723172903673825,0.076042366979049,0.15943934025887496,0.9675081183879977,1509,7790,True,False,not_replicated,
ROI_051,ROI_059,50,58,0.04485136288527846,0.1723104552003224,0.04485136288527846,0.1723104552003224,0.10858090904280043,0.7341012668931837,0.05393258153358507,5558,1082,True,False,not_replicated,
ROI_051,ROI_060,50,59,0.11799095719230071,0.20632267938163049,0.11799095719230071,0.20632267938163049,0.1621568182869656,0.2811034465805889,0.018797847630083853,2329,543,True,False,not_replicated,
ROI_051,ROI_061,50,60,-0.06854743101432856,-0.15777807522573117,0.06854743101432856,0.15777807522573117,0.11316275312002987,0.5803128212603467,0.07972818298249543,4331,1415,True,False,not_replicated,
ROI_051,ROI_062,50,61,0.028651557128017327,-0.06429415663030914,0.028651557128017327,0.06429415663030914,0.046472856879163235,0.8408460906271916,0.5223364114254573,6418,4845,False,False,not_replicated,
ROI_051,ROI_063,50,62,-0.10324442659693793,-0.19056512544125753,0.10324442659693793,0.19056512544125753,0.14690477601909774,0.35665189376427625,0.0331502183163073,2882,729,True,False,not_replicated,
ROI_051,ROI_064,50,63,0.026118112544470825,-0.06144665966082325,0.026118112544470825,0.06144665966082325,0.043782386102647036,0.8570490766028798,0.5410457992098525,6543,4986,False,False,not_replicated,
ROI_051,ROI_065,50,64,-0.08785485922080156,-0.24232583239352995,0.08785485922080156,0.24232583239352995,0.16509034580716575,0.45211610191179724,0.005284020902783793,3458,253,True,False,not_replicated,
ROI_051,ROI_066,50,65,0.11159121476510898,-0.1799633792331402,0.11159121476510898,0.1799633792331402,0.1457772969991246,0.3155259443975118,0.04326255145960182,2568,915,False,False,not_replicated,
ROI_051,ROI_067,50,66,-0.042366035581117546,-0.020444838832832303,0.042366035581117546,0.020444838832832303,0.031405437206974925,0.7474348745717919,0.8573471481892242,5699,7006,True,False,not_replicated,
ROI_051,ROI_068,50,67,-0.023334812983084874,0.06472302019313478,0.023334812983084874,0.06472302019313478,0.044028916588109826,0.8728108241669329,0.5183236556210409,6706,4829,False,False,not_replicated,
ROI_051,ROI_069,50,68,0.1310974899338125,0.05131357287500935,0.1310974899338125,0.05131357287500935,0.09120553140441093,0.21668917190114664,0.6189755984410636,1967,5467,True,False,not_replicated,
ROI_051,ROI_070,50,69,0.14824002120252053,0.09066567691987068,0.14824002120252053,0.09066567691987068,0.1194528490611956,0.15824216594374327,0.33969419094978315,1493,3676,True,False,not_replicated,
ROI_051,ROI_071,50,70,-0.042070819651164305,-0.020439738014426008,0.042070819651164305,0.020439738014426008,0.03125527883279516,0.7489822374648838,0.8564859022581397,5718,7007,True,False,not_replicated,
ROI_051,ROI_072,50,71,-0.09694641156432629,-0.07659595969913922,0.09694641156432629,0.07659595969913922,0.08677118563173275,0.39398607639978966,0.4312755809877798,3111,4297,True,False,not_replicated,
ROI_051,ROI_073,50,72,-0.04396436564589841,-0.04024855410887449,0.04396436564589841,0.04024855410887449,0.042106459877386454,0.736990087786163,0.7032522445158872,5614,6023,True,False,not_replicated,
ROI_051,ROI_074,50,73,0.03831938042608347,0.01670137144969754,0.03831938042608347,0.01670137144969754,0.027510375937890505,0.7731373878779941,0.8870335180361696,5923,7172,True,False,not_replicated,
ROI_051,ROI_075,50,74,0.03719181710100943,-0.11409231904839597,0.03719181710100943,0.11409231904839597,0.0756420680747027,0.7825698869377408,0.21816274267792615,5967,2757,False,False,not_replicated,
ROI_051,ROI_076,50,75,-0.04777515656989,-0.05944746023000261,0.04777515656989,0.05944746023000261,0.05361130839994631,0.7124953466743812,0.5543091077341488,5407,5092,True,False,not_replicated,
ROI_051,ROI_077,50,76,-0.13674597662763552,-0.11244524089124827,0.13674597662763552,0.11244524089124827,0.1245956087594419,0.19240957470619802,0.22378531061692308,1799,2818,True,False,not_replicated,
